,NPI_ID,HCP_ID,TARGET,Age,Year_of_Experience,Number_of_Rx,Rx_last_1_Month,Rx_last_3_Month,Rx_last_6_Month,Rx_last_12_Month,Claims_last_1_Month,Claims_last_3_Month,Claims_last_6_Month,Claims_last_12_Month,Procedures_chemo_last_1_month,Procedures_chemo_last_3_month,Procedures_chemo_last_6_month,Procedures_chemo_last_12_month,Procedures_radio_last_6_month,Procedures_radio_last_12_month,Procedures_Biopsy_last_6_month,Promotional_medscape,Promotional_medscape_last_1_month,Promotional_medscape_last_3_month,Promotional_medscape_last_6_month,Promotional_medscape_last_12_month,Sex_ M ,Specialty_Oncology,Specialty_Pediatric,Specialty_Uro-oncology,HCO_Affiliation_Type_Contract,HCO_Affiliation_Type_Referral
2204,9570612,HCP_2205,1,33,50,1100,1814,3104,3602,3604,87,143,259,326,36,72,98,138,104,199,235,9,14,28,39,51,False,False,False,False,True,False
2205,3581485,HCP_2206,0,44,60,1100,2190,3339,3632,5518,224,262,279,467,39,40,64,72,97,181,116,6,10,19,30,42,True,False,True,False,False,True
2206,2088513,HCP_2207,0,51,10,595,694,905,1590,2454,250,454,761,971,48,90,158,278,116,199,185,8,16,28,30,41,True,False,False,False,False,True
2207,3490732,HCP_2208,0,70,10,111,171,179,279,465,46,49,73,88,74,120,153,235,163,290,96,5,9,15,18,30,True,False,False,False,False,False
2208,7638683,HCP_2209,0,84,48,1032,1940,2091,3031,5136,84,103,106,177,53,75,117,219,192,360,139,9,17,26,28,56,False,False,True,False,False,True
2209,4454402,HCP_2210,0,30,14,100,182,233,404,529,61,111,138,143,70,130,172,258,125,197,247,8,11,22,33,66,True,False,False,False,False,False
2210,3216520,HCP_2211,0,78,60,1100,1800,3231,6057,6117,65,96,192,271,73,118,217,376,94,165,213,6,10,13,19,33,False,True,False,False,False,False
2211,8894413,HCP_2212,1,33,52,1100,2141,3753,6889,10003,216,397,640,913,24,26,33,43,183,294,70,10,19,27,50,76,False,False,False,False,False,False
2212,6202040,HCP_2213,1,40,45,866,1464,2692,4816,7255,311,450,797,801,71,124,195,248,130,217,122,8,9,18,26,52,False,True,False,False,False,False
2213,8940587,HCP_2214,0,76,60,1100,1736,3446,6848,13188,85,144,212,290,29,32,43,49,126,183,224,7,13,22,36,45,True,False,False,False,False,False
2214,5737362,HCP_2215,1,47,57,1100,1813,1819,2597,5025,172,249,339,355,49,91,149,204,263,393,108,6,8,15,23,29,False,False,False,False,True,False
2215,6382320,HCP_2216,0,91,60,977,1814,2798,3128,3945,326,536,606,759,48,49,96,120,118,181,68,5,10,14,15,16,False,False,True,False,False,False
2216,5982282,HCP_2217,1,73,45,761,1325,1698,1893,2659,240,377,583,912,38,41,50,68,79,107,92,7,12,24,25,42,True,True,False,False,False,False
2217,1873514,HCP_2218,0,91,51,813,1475,2425,2757,3334,138,195,378,607,57,102,115,162,99,176,242,8,12,18,19,28,False,True,False,False,False,False
2218,1964490,HCP_2219,0,60,60,1100,1418,2306,2669,3709,42,83,159,279,61,92,135,238,109,168,209,10,12,22,41,48,False,True,False,False,False,True
2219,4732744,HCP_2220,0,92,60,1100,1747,2680,2965,4428,114,215,343,364,44,74,146,277,130,138,62,5,7,8,11,17,True,False,False,False,True,False
2220,5995603,HCP_2221,0,86,47,1030,1320,1472,2447,3812,143,163,315,571,23,24,29,45,207,284,149,5,7,10,18,26,True,False,True,False,False,False
2221,4154568,HCP_2222,1,35,15,202,371,690,1139,1909,73,108,198,230,34,64,92,171,90,101,220,8,12,24,34,68,True,False,False,True,True,False
2222,2958925,HCP_2223,1,71,40,1100,1494,2393,2990,4799,90,145,155,296,63,118,136,269,114,152,127,9,12,17,20,25,True,False,False,True,False,False
2223,5749165,HCP_2224,0,74,10,749,798,1333,1807,2803,267,433,441,573,26,30,47,61,68,108,42,5,10,20,33,61,True,False,False,False,True,False
2224,3359833,HCP_2225,1,53,46,1067,1211,2239,2891,4017,283,414,814,1171,31,44,73,92,117,162,79,7,14,21,27,32,True,False,False,False,True,False
2225,4090628,HCP_2226,0,72,60,1100,2191,3641,4427,4984,257,350,636,654,36,56,93,161,81,82,132,10,19,33,38,70,True,False,True,False,False,True
2226,5132790,HCP_2227,0,64,10,424,637,1234,2178,4187,296,356,652,751,56,94,98,145,61,68,105,7,8,12,14,28,True,False,False,False,False,False
2227,6577759,HCP_2228,1,75,56,1100,1873,2297,2633,4063,49,59,103,167,39,76,99,131,178,290,148,8,16,20,28,56,False,False,False,False,False,False
2228,2967270,HCP_2229,1,71,14,449,860,1551,3088,4000,106,163,292,550,30,51,62,98,248,274,205,7,9,15,17,19,True,False,True,False,False,False
2229,8973609,HCP_2230,0,89,20,572,1134,1643,3110,5268,66,97,140,258,35,47,81,100,87,92,140,5,10,14,25,26,True,False,True,False,False,True
2230,8110411,HCP_2231,0,46,58,747,940,1006,1416,2825,267,505,864,1314,47,79,144,214,136,151,154,9,18,23,32,44,True,False,False,False,False,False
2231,3532454,HCP_2232,1,34,52,1100,1592,2371,3835,5614,270,536,1017,1615,65,103,143,280,155,192,114,9,16,24,33,35,True,False,False,False,True,False
2232,3881690,HCP_2233,1,57,25,221,307,411,440,637,320,634,1129,1703,26,49,85,115,116,198,142,8,11,17,31,33,True,False,False,False,True,False
2233,8995379,HCP_2234,1,64,35,760,1130,1845,2323,3685,83,87,167,299,44,64,128,134,110,138,241,6,10,18,21,38,True,False,False,False,True,False
2234,6776993,HCP_2235,0,86,14,422,444,618,622,1046,294,526,882,1159,50,60,68,134,119,236,191,6,10,19,37,56,False,False,True,False,False,False
2235,6007446,HCP_2236,0,57,10,462,537,902,1076,1275,16,23,36,58,69,137,188,287,117,163,100,7,8,10,20,27,True,False,False,False,False,True
2236,8630920,HCP_2237,0,48,58,1100,1224,1547,2987,5831,236,371,662,1088,69,107,195,342,241,349,86,10,19,37,39,66,True,False,True,False,False,True
2237,6785760,HCP_2238,1,38,37,1046,1923,3403,3572,5048,311,510,644,956,70,119,185,354,117,231,202,10,18,24,43,62,True,True,False,False,True,False
2238,3090613,HCP_2239,0,86,60,917,1426,2780,4957,9122,266,513,735,1222,49,68,89,106,108,113,151,6,9,17,34,61,True,False,False,False,False,False
2239,7153291,HCP_2240,1,78,54,1100,1323,1926,2309,2822,75,108,214,409,66,92,115,168,141,187,129,9,17,28,47,71,False,False,False,False,True,False
2240,5885690,HCP_2241,1,59,55,397,411,590,1039,1637,292,515,540,791,53,87,115,124,153,286,102,7,10,17,22,43,False,False,False,False,False,False
2241,6495982,HCP_2242,0,68,55,1100,2011,2594,3286,5528,14,15,19,36,55,86,155,288,175,324,140,5,6,8,16,21,True,False,True,False,False,True
2242,7213373,HCP_2243,0,43,58,1100,1536,2805,3797,7184,235,291,532,577,69,131,185,249,121,182,251,10,17,20,27,34,True,False,True,False,False,False
2243,7115423,HCP_2244,0,66,60,1100,1984,3387,4423,8516,183,302,579,599,53,95,136,257,122,221,112,9,10,13,21,33,True,False,False,False,True,False
2244,7120993,HCP_2245,1,32,13,1068,1516,1533,2801,2913,310,374,397,628,66,129,133,264,107,142,127,6,9,14,24,26,False,False,False,True,False,False
2245,1043961,HCP_2246,0,55,60,972,1549,2966,3269,6006,47,62,65,108,67,74,116,156,191,311,152,7,9,18,22,34,False,False,False,False,True,False
2246,5194380,HCP_2247,0,48,60,847,1200,1869,2344,4631,98,102,188,277,58,73,106,212,79,157,150,9,16,26,46,55,True,False,False,False,False,False
2247,1904110,HCP_2248,0,33,60,937,1274,2426,3198,3806,329,521,656,829,40,68,92,159,171,243,114,8,16,30,45,74,False,True,False,False,False,False
2248,6416315,HCP_2249,1,29,55,1100,1206,1281,1797,2769,77,104,175,339,54,92,138,141,130,224,212,7,12,23,45,61,False,False,False,False,False,False
2249,9663288,HCP_2250,1,40,38,473,575,987,1199,1728,210,248,470,784,51,92,168,183,137,244,110,8,15,25,27,45,False,False,False,False,False,True
2250,2312942,HCP_2251,1,80,48,1100,1542,1910,2878,3178,299,448,518,809,27,34,60,80,89,113,100,7,12,22,44,65,False,False,False,False,False,False
2251,3233324,HCP_2252,0,56,10,501,911,1082,1667,2670,19,32,46,48,59,76,93,146,89,171,182,7,10,12,13,21,True,False,False,False,False,False
2252,3856132,HCP_2253,0,82,46,1100,1319,1780,2524,4710,286,382,463,661,48,55,69,88,172,181,139,10,15,18,29,36,True,False,False,False,False,False
2253,3497757,HCP_2254,0,31,60,974,1418,1529,2163,2363,94,154,245,452,61,68,116,188,119,210,47,7,10,16,32,36,False,False,False,False,True,False
2254,2901983,HCP_2255,0,65,36,731,1174,1952,2729,2887,67,103,117,133,51,85,128,203,141,194,110,9,12,17,20,23,False,False,False,False,False,False
2255,2865179,HCP_2256,1,57,55,1068,1879,3643,6927,8936,293,376,664,1125,58,89,136,227,79,141,45,10,18,27,32,44,True,False,False,False,True,False
2256,7692237,HCP_2257,0,89,60,1100,1426,2174,3458,5342,155,165,312,541,24,25,33,63,148,166,98,7,10,17,30,52,False,False,False,True,False,False
2257,1776839,HCP_2258,0,33,60,930,1756,2895,4477,8106,310,554,640,1153,31,36,68,103,216,355,73,9,10,13,23,33,False,False,False,False,False,True
2258,1444699,HCP_2259,1,58,53,445,465,791,854,1647,309,354,423,450,36,54,64,74,194,316,183,7,14,26,40,64,False,False,False,False,True,False
2259,5090896,HCP_2260,0,60,59,1100,1790,2293,2691,2976,266,366,664,1114,48,75,124,156,119,122,170,5,10,14,25,50,False,False,False,False,False,False
2260,3206388,HCP_2261,1,62,51,775,1363,1967,2519,3500,125,218,226,382,69,132,248,372,108,135,115,10,15,16,20,25,True,False,False,False,False,False
2261,2067940,HCP_2262,1,62,23,337,610,893,1490,2752,318,531,895,1294,72,106,190,243,63,103,208,7,11,16,29,50,True,False,True,False,False,False
2262,9361627,HCP_2263,0,28,60,1100,1856,2854,5300,8243,84,158,256,342,57,63,78,150,76,147,109,8,9,16,21,30,True,False,False,True,False,True
2263,3335191,HCP_2264,1,57,55,1020,1978,3511,5701,7262,220,384,415,490,38,71,103,169,115,225,125,8,9,13,21,37,False,False,False,True,False,True
2264,7379147,HCP_2265,1,51,25,693,1314,2456,2632,3868,159,282,284,311,56,77,123,210,112,151,68,10,16,24,41,69,True,False,True,False,True,False
2265,9907869,HCP_2266,1,58,12,643,706,1360,1926,2977,323,587,640,897,27,35,66,86,185,207,87,8,13,20,23,33,True,False,True,False,False,False
2266,9985435,HCP_2267,0,85,15,847,1273,1511,1934,2135,52,81,119,234,33,49,92,94,85,122,171,7,10,11,17,33,False,True,False,False,False,False
2267,7520895,HCP_2268,1,76,27,888,1374,1831,2306,4092,282,453,697,853,57,65,121,233,107,124,133,6,8,14,19,26,False,False,False,False,False,True
2268,8478300,HCP_2269,0,50,60,1100,1915,2188,3309,6105,210,310,546,851,26,40,74,82,51,53,138,10,14,20,30,48,True,False,False,False,False,False
2269,6766903,HCP_2270,0,57,10,556,934,1567,2510,3133,307,533,657,668,66,108,204,373,119,190,102,10,14,18,31,37,True,False,False,True,False,False
2270,4882241,HCP_2271,0,40,58,681,814,1381,1555,1583,279,325,598,1069,46,74,145,262,58,86,106,7,11,22,24,40,False,False,False,False,False,False
2271,8653842,HCP_2272,0,76,60,1100,1999,3929,4423,8183,212,233,443,874,60,100,179,197,83,95,136,6,11,18,20,23,True,False,False,True,False,False
2272,9030139,HCP_2273,1,64,44,545,660,1209,1987,3849,197,303,454,778,59,92,132,191,165,233,81,10,14,15,25,27,False,False,False,False,False,False
2273,8021532,HCP_2274,0,71,15,377,616,780,1381,2302,283,489,533,831,54,79,97,146,142,146,84,5,6,9,15,27,True,False,False,True,False,True
2274,9514450,HCP_2275,0,53,10,455,585,807,975,1909,124,204,354,554,31,42,74,147,234,238,114,10,14,28,30,42,True,False,False,False,False,False
2275,3759514,HCP_2276,0,35,59,731,796,1486,1526,2389,240,477,756,1325,68,90,138,206,97,128,78,5,9,18,19,38,True,True,False,False,False,True
2276,6569528,HCP_2277,0,82,14,383,692,774,1132,1567,213,379,497,688,53,102,130,135,149,260,67,7,13,22,33,63,True,False,False,False,False,True
2277,2274926,HCP_2278,1,43,45,791,1179,1590,2781,3742,247,419,568,1090,26,36,55,75,273,458,67,7,10,18,29,33,False,False,False,False,False,False
2278,9050204,HCP_2279,1,31,18,469,832,1611,2728,4098,296,387,687,755,69,72,84,93,85,115,116,10,18,36,65,88,True,False,True,False,False,True
2279,6030377,HCP_2280,0,34,60,1100,1966,2944,3099,5185,323,411,610,811,47,55,80,155,158,185,102,9,18,34,65,100,False,True,False,False,True,False
2280,4392663,HCP_2281,1,31,30,496,825,981,988,1841,182,329,350,438,33,49,60,110,99,101,184,9,17,18,31,59,True,True,False,False,False,False
2281,3620386,HCP_2282,1,54,51,799,1342,1732,2442,3881,105,127,139,146,47,68,96,113,152,156,82,7,14,25,42,81,True,False,True,False,True,False
2282,9733221,HCP_2283,1,31,18,740,1234,1413,2387,3837,53,95,107,109,33,48,73,99,127,193,59,8,11,13,20,30,False,False,False,False,True,False
2283,3093931,HCP_2284,0,82,60,999,1361,1621,2288,4064,320,372,707,1083,26,31,54,104,97,155,83,6,10,20,32,40,True,False,True,False,False,False
2284,1526289,HCP_2285,0,66,43,1100,1930,2892,3041,4733,198,229,380,429,33,43,44,49,110,220,190,9,16,32,40,48,True,False,False,True,False,False
2285,6307885,HCP_2286,0,68,10,457,623,952,1857,3202,168,171,251,388,60,114,211,226,124,138,83,7,10,17,19,22,False,False,False,True,True,False
2286,5293499,HCP_2287,0,62,10,220,381,490,748,1419,87,161,198,386,70,129,200,203,77,92,113,10,19,34,64,117,False,False,False,True,False,False
2287,4060966,HCP_2288,0,62,10,1100,1196,1821,2649,4997,172,279,433,594,72,135,169,271,157,248,135,5,6,11,20,33,False,False,False,False,False,False
2288,7757760,HCP_2289,0,39,10,536,561,678,1268,2002,250,340,509,920,37,41,50,96,176,346,105,9,13,17,32,59,False,False,True,False,False,False
2289,5602879,HCP_2290,1,51,54,1037,1676,2127,3784,4534,329,424,521,578,69,120,198,393,81,116,166,7,13,24,28,44,False,False,False,False,False,False
2290,2690898,HCP_2291,0,67,10,632,930,1447,2525,4487,57,71,105,121,38,54,87,104,173,215,152,5,7,14,16,17,True,False,False,False,False,False
2291,8142685,HCP_2292,1,70,42,1100,2156,4072,7074,11520,280,302,524,706,61,72,143,278,106,145,112,9,15,21,25,36,True,True,False,False,True,False
2292,1939235,HCP_2293,1,67,32,461,879,1531,3044,5380,49,65,66,69,26,35,60,61,93,159,132,10,14,26,52,59,True,True,False,False,True,False
2293,5380360,HCP_2294,0,87,17,1016,2009,2705,4385,8657,143,160,169,212,49,68,86,165,118,189,74,9,14,28,29,52,True,True,False,False,True,False
2294,6568313,HCP_2295,1,73,47,1100,1205,1316,2365,3092,216,340,592,1119,64,98,140,256,133,236,135,9,17,29,48,93,False,False,False,False,False,False
2295,7418555,HCP_2296,1,37,53,1100,2031,2592,3726,3867,130,222,322,436,55,86,159,281,94,115,216,6,12,17,28,29,False,True,False,False,False,True
2296,6718399,HCP_2297,0,60,33,1100,1811,2999,5445,8036,39,50,60,89,49,74,121,161,67,71,93,5,6,9,17,20,False,False,False,False,False,True
2297,8385957,HCP_2298,1,55,44,1040,2030,3451,4205,7979,284,494,710,959,37,38,49,73,95,175,159,7,10,20,35,63,True,False,False,False,True,False
2298,3942089,HCP_2299,0,44,10,832,1420,1503,2998,5806,348,650,1093,1918,64,94,117,229,66,123,115,7,11,14,26,36,True,False,True,False,True,False
2299,1370695,HCP_2300,1,48,53,1100,1940,2500,3084,4573,204,357,645,718,73,103,169,252,87,152,117,6,12,13,14,26,True,False,False,False,False,False
2300,9779834,HCP_2301,1,77,27,539,559,954,979,1649,285,404,802,1589,60,87,118,229,160,161,111,9,16,30,35,39,True,False,False,False,True,False
2301,8997170,HCP_2302,0,37,59,1100,1946,3064,3470,4911,29,53,56,59,70,116,201,309,165,321,57,10,16,28,44,56,True,True,False,False,False,False
2302,5215660,HCP_2303,1,72,39,1100,2181,3667,5755,9117,74,140,207,209,39,67,103,131,136,227,208,8,13,14,20,34,True,False,False,False,False,False
2303,6813145,HCP_2304,1,58,30,1098,1363,2286,4282,7172,79,147,187,312,50,52,77,84,113,196,82,10,16,31,62,70,True,False,True,False,False,False
2304,8799893,HCP_2305,0,52,58,1100,1161,1426,1626,1649,208,252,436,487,60,108,128,210,142,220,138,7,8,9,11,14,True,False,False,False,False,False
2305,6092871,HCP_2306,1,38,29,656,986,1002,1812,2039,109,203,404,706,32,37,53,72,123,147,80,9,10,18,30,52,False,False,False,False,True,False
2306,1400801,HCP_2307,0,49,60,980,1177,1452,1487,2073,85,111,206,303,33,38,55,93,89,129,234,10,17,18,35,38,False,False,False,False,False,False
2307,9575241,HCP_2308,1,60,30,515,1025,1168,1904,3257,19,28,33,52,70,74,111,203,74,81,153,7,8,12,20,26,True,False,False,False,False,True
2308,4920187,HCP_2309,0,91,25,1100,1996,3855,5701,9150,71,82,111,187,24,25,42,70,125,217,121,8,14,22,32,33,True,False,False,False,False,True
2309,1675823,HCP_2310,0,83,60,1100,1116,1927,3578,5132,165,328,586,1127,56,107,135,260,77,133,131,9,13,21,38,66,True,False,False,False,False,True
2310,4572452,HCP_2311,0,31,60,1100,1193,1717,2547,2645,229,379,537,1016,64,79,156,309,128,161,103,8,16,32,53,98,False,False,False,False,False,False
2311,4854695,HCP_2312,0,47,33,252,299,308,556,1076,111,137,138,156,45,50,63,66,95,123,161,8,10,19,25,31,False,False,False,False,False,True
2312,6497902,HCP_2313,1,60,35,912,1221,2171,2688,3075,64,92,176,220,49,72,81,145,148,230,146,9,11,15,29,49,True,True,False,False,False,True
2313,9173734,HCP_2314,0,84,46,992,1235,2059,3962,6718,176,201,268,463,33,48,64,90,80,133,106,7,14,28,49,75,True,True,False,False,False,False
2314,9607188,HCP_2315,1,53,18,1100,2088,3923,6568,12842,257,432,512,783,58,107,132,214,224,349,101,8,11,17,25,27,True,False,True,False,False,False
2315,4331560,HCP_2316,1,80,37,785,1456,2255,3759,5759,15,22,27,41,34,65,66,112,118,220,134,10,20,27,38,52,False,False,False,False,False,False
2316,2692125,HCP_2317,1,41,35,1051,2060,3212,3253,6474,114,179,319,548,42,63,68,79,104,172,152,7,10,19,38,39,False,False,True,False,True,False
2317,7905152,HCP_2318,0,79,10,634,642,1226,2256,2328,264,388,497,720,51,81,107,109,90,111,122,8,14,23,42,47,True,True,False,False,False,False
2318,3851300,HCP_2319,0,31,10,1026,1448,2885,3683,7049,168,322,449,478,71,89,151,293,118,170,185,5,6,9,11,12,False,True,False,False,False,True
2319,7999922,HCP_2320,0,53,58,1100,1609,2449,3064,5950,333,599,859,1186,32,36,59,66,130,219,147,6,8,15,25,49,False,False,False,True,False,False
2320,2635735,HCP_2321,0,36,10,529,707,1103,1581,1826,232,243,262,362,42,52,61,75,265,317,90,8,15,21,24,37,False,False,False,False,False,True
2321,8515967,HCP_2322,0,52,10,462,577,1044,2031,2205,291,432,647,1086,61,70,84,127,87,94,67,6,8,13,23,30,False,False,True,False,True,False
2322,8925547,HCP_2323,0,42,60,996,1706,1934,2838,5549,164,250,498,866,47,75,107,201,82,157,215,7,12,21,42,48,True,False,False,False,False,True
2323,9661791,HCP_2324,0,39,50,1100,2136,3644,5810,9607,269,382,588,1151,71,131,140,209,205,353,219,5,9,16,25,29,False,False,False,False,False,False
2324,4537570,HCP_2325,0,79,10,355,531,828,911,1618,237,369,524,643,42,68,100,180,157,174,152,8,9,10,20,36,True,False,False,False,False,True
2325,4155969,HCP_2326,0,85,57,1035,1574,1576,2348,3058,276,281,481,802,62,99,163,202,63,81,156,5,8,14,17,20,False,False,False,False,True,False
2326,4646149,HCP_2327,0,30,41,522,638,876,1055,1582,107,183,351,662,35,52,79,155,97,108,153,5,10,18,23,26,True,True,False,False,False,True
2327,7305203,HCP_2328,1,64,49,1100,1916,3762,5902,8513,30,38,52,89,55,104,162,205,73,139,157,7,11,21,26,44,True,True,False,False,True,False
2328,5026741,HCP_2329,0,74,12,527,942,953,1159,1935,70,118,186,366,74,115,127,188,76,88,72,5,10,15,30,37,False,True,False,False,False,False
2329,6936737,HCP_2330,0,29,60,956,1414,1907,2975,5912,46,69,71,77,51,91,148,242,255,506,107,8,12,21,41,73,True,False,False,False,False,True
2330,7844159,HCP_2331,0,78,60,1100,1121,2170,3019,4701,224,385,507,887,59,113,137,256,122,150,172,8,13,23,25,38,False,False,False,False,False,True
2331,1927036,HCP_2332,1,76,22,829,975,1672,2276,2379,323,514,894,1641,75,132,228,245,183,187,232,9,11,22,29,55,False,False,False,False,True,False
2332,4113200,HCP_2333,0,36,50,732,1334,1982,3762,4733,67,119,201,361,53,65,99,152,94,127,77,5,8,11,16,18,False,False,False,False,False,True
2333,9014520,HCP_2334,1,46,56,1100,1599,3105,6159,8860,168,289,371,573,34,46,90,127,218,261,189,7,11,14,24,31,True,False,False,False,True,False
2334,3163932,HCP_2335,1,54,26,232,390,420,642,1276,196,356,406,622,52,96,183,250,163,308,176,6,10,15,17,27,False,False,False,False,False,True
2335,5888445,HCP_2336,0,35,21,203,315,603,843,1341,321,593,869,1292,57,74,125,138,151,173,150,5,9,18,23,38,True,False,False,True,False,True
2336,1059561,HCP_2337,0,67,36,147,280,314,380,662,177,302,508,939,54,72,142,172,191,339,122,6,8,10,14,18,True,True,False,False,False,True
2337,7207609,HCP_2338,0,81,55,973,1491,2383,3832,4113,336,348,367,712,59,76,130,258,85,149,181,7,11,22,40,61,False,False,True,False,False,True
2338,8536077,HCP_2339,0,91,60,1100,1702,3048,3571,6373,48,62,84,118,70,109,119,126,111,167,226,8,15,23,42,60,True,False,False,False,False,False
2339,4355445,HCP_2340,1,72,47,1100,1354,1437,1474,2305,92,94,104,185,54,101,134,215,146,285,174,8,15,29,52,70,True,False,False,False,False,False
2340,1274110,HCP_2341,0,53,10,618,1205,2249,2435,2540,142,233,410,782,72,136,163,208,170,328,78,6,11,16,29,43,True,False,False,True,False,False
2341,3463376,HCP_2342,1,55,50,900,922,1788,2086,3291,156,189,373,441,62,82,154,186,54,75,135,8,12,23,25,44,True,True,False,False,False,True
2342,4585968,HCP_2343,0,64,10,690,1356,2465,4068,6607,70,120,157,221,61,83,128,246,189,353,162,9,15,29,45,61,False,False,False,False,False,False
2343,6607962,HCP_2344,0,45,10,936,1032,1279,1967,3062,199,305,554,582,55,101,183,259,162,275,54,10,11,20,33,42,True,False,False,True,False,False
2344,1281773,HCP_2345,0,58,23,100,200,289,302,455,208,235,305,486,59,93,177,242,81,127,82,8,15,22,24,41,True,False,False,False,True,False
2345,1285291,HCP_2346,0,59,60,1100,1527,1693,2629,3477,70,106,134,159,52,75,106,154,105,107,193,5,6,9,18,36,True,False,False,False,False,False
2346,2531306,HCP_2347,0,44,60,1100,1252,1547,1700,2742,121,198,227,387,43,74,117,130,85,152,200,10,13,25,45,77,False,False,False,True,True,False
2347,1021279,HCP_2348,1,72,13,301,381,545,943,1791,115,154,282,537,54,97,145,191,243,319,216,7,10,12,17,18,True,False,False,False,False,False
2348,3156793,HCP_2349,0,87,57,1100,1817,2780,5412,9525,156,270,335,531,53,100,148,201,78,149,85,9,17,26,29,40,False,False,False,False,False,True
2349,6318421,HCP_2350,0,63,60,1100,1554,1777,2872,4102,27,41,80,151,56,105,153,217,110,166,222,9,16,26,47,79,False,False,False,False,False,True
2350,2816893,HCP_2351,0,32,60,1100,2101,3970,7163,13089,39,50,54,87,67,98,181,263,160,258,204,8,10,20,31,60,False,False,True,False,False,False
2351,1621512,HCP_2352,0,52,59,1100,1430,2598,5174,6554,296,587,1077,1821,54,73,122,126,62,80,78,8,9,16,19,35,False,False,False,False,True,False
2352,6855604,HCP_2353,0,30,27,111,168,233,244,332,297,449,789,914,71,108,162,276,125,140,171,8,9,11,18,19,True,False,True,False,False,True
2353,5795022,HCP_2354,0,89,60,1100,1387,1909,3009,3079,64,111,139,146,74,113,224,249,198,388,96,9,13,21,24,41,False,False,True,False,False,False
2354,7094812,HCP_2355,1,52,45,1084,1838,3019,5458,8034,141,181,257,503,72,113,188,220,129,216,153,8,16,20,31,56,False,False,False,False,True,False
2355,6543287,HCP_2356,0,70,60,1085,1422,2746,5130,8724,63,106,170,255,27,30,38,64,119,126,153,7,12,21,26,39,True,False,False,True,True,False
2356,8979334,HCP_2357,1,75,27,781,1101,2192,3255,4056,49,51,71,82,58,90,137,274,60,109,269,9,10,17,20,26,True,True,False,False,False,False
2357,5938316,HCP_2358,1,41,34,447,513,685,1153,2006,56,68,104,200,38,57,62,77,87,119,248,10,17,31,44,73,True,False,False,True,True,False
2358,2304973,HCP_2359,0,67,60,1006,1164,1990,2694,3299,61,122,222,389,31,60,98,168,120,224,122,7,13,25,33,47,False,False,False,False,False,True
2359,3582446,HCP_2360,0,59,60,812,1515,2776,3395,6123,101,146,261,290,74,101,184,316,166,203,91,5,7,14,24,25,False,True,False,False,False,False
2360,2517360,HCP_2361,0,61,10,230,444,855,1307,2582,159,187,340,348,75,104,173,275,98,164,105,8,9,10,18,35,True,False,True,False,True,False
2361,9238201,HCP_2362,0,92,54,1100,1578,2619,3804,4692,147,155,276,475,65,85,94,164,118,189,174,5,8,15,18,25,True,False,False,False,False,True
2362,7636415,HCP_2363,1,80,48,1100,1236,2317,3201,4158,287,413,526,707,45,85,120,220,91,180,114,7,9,16,23,46,False,False,False,False,False,False
2363,1569226,HCP_2364,0,91,15,218,229,439,681,1246,111,194,310,548,64,119,221,383,114,227,82,6,11,17,19,38,False,False,False,True,False,False
2364,9142563,HCP_2365,0,66,59,1065,1512,2253,3808,6874,151,218,265,393,31,52,71,124,180,360,157,7,14,23,40,50,False,False,False,False,False,False
2365,7795787,HCP_2366,0,44,20,234,347,651,796,1469,92,101,135,191,28,53,93,119,79,86,89,10,20,32,62,112,True,False,False,False,True,False
2366,7012749,HCP_2367,1,48,52,369,531,716,912,1605,254,469,849,1033,51,102,108,122,193,326,203,9,11,18,36,39,False,False,False,False,False,True
2367,7080624,HCP_2368,0,55,10,1100,1847,3233,4037,6094,45,89,97,119,56,78,151,287,143,184,62,10,15,24,38,48,False,False,False,False,True,False
2368,1917984,HCP_2369,1,58,21,489,767,941,1311,2294,230,361,698,1303,33,61,102,181,103,133,111,6,10,13,20,32,False,False,False,True,True,False
2369,9850114,HCP_2370,0,56,60,1056,1246,1406,1560,1742,95,190,198,322,51,61,115,145,129,237,200,6,12,17,22,36,True,False,True,False,True,False
2370,9287312,HCP_2371,0,82,10,491,832,1116,2118,3501,109,198,224,407,35,64,98,145,91,177,118,9,17,21,33,52,True,True,False,False,True,False
2371,9463421,HCP_2372,1,77,52,950,1416,2171,2732,4372,18,35,39,67,48,65,127,130,113,218,111,10,13,14,16,24,False,False,False,False,True,False
2372,6958071,HCP_2373,0,68,10,544,740,787,998,1354,22,43,75,140,34,41,42,60,94,147,190,10,11,18,30,50,True,False,False,False,False,False
2373,4509729,HCP_2374,1,58,49,881,1014,1597,1789,2192,176,253,440,729,55,95,180,262,254,268,96,7,8,14,17,25,True,False,False,True,False,False
2374,6323181,HCP_2375,0,80,10,321,625,944,1878,2333,247,427,585,814,73,144,243,387,137,258,110,8,9,18,30,48,False,False,False,False,False,True
2375,1987634,HCP_2376,0,45,10,365,368,620,688,810,29,33,57,97,33,45,71,104,143,272,196,8,9,15,16,28,True,True,False,False,False,False
2376,4680410,HCP_2377,0,44,10,773,1153,1213,1999,3989,187,228,322,446,61,81,106,207,121,125,240,10,15,24,25,50,False,False,False,False,True,False
2377,1594834,HCP_2378,1,38,45,1100,1509,1516,2458,2516,126,225,365,430,40,73,79,109,111,152,118,8,11,12,24,40,True,False,True,False,False,True
